time[s],系统电流,系统电压,滑油压力,排气温度,Ng,Np
0.19,10.885911125328366,13563.06826031861,59.50633755837225,233.2475289988664,31.687791861240825,31.687791861240825
0.2,8.681216151630085,14566.076415125981,60.00667111407605,228.42389525394483,33.3555703802535,33.3555703802535
0.21,8.978674873118473,14129.894011027069,60.50700466977985,196.12281890058082,35.023348899266175,35.023348899266175
0.22,6.019277370744574,13888.1029517799,61.00733822548366,203.86744717839784,36.69112741827885,36.69112741827885
0.23,7.403901745257723,14367.452112663877,61.507671781187454,158.61754265497652,38.358905937291524,38.358905937291524
0.24,7.613395522529838,13855.581576407536,62.00800533689126,207.5469698478351,40.0266844563042,40.0266844563042
0.25,6.0678077736607765,13204.887561596643,62.50833889259506,188.89473152604478,41.694462975316874,41.694462975316874
0.26,6.990262704698302,15245.76997193792,63.00867244829887,178.94480183884514,43.36224149432955,43.36224149432955
0.27,6.287572306370199,14344.120061799369,63.50900600400267,229.8120640959258,45.030020013342224,45.030020013342224
0.28,7.377848435686484,13871.03667059206,64.00933955970648,236.0158470911967,46.6977985323549,46.6977985323549
0.29,9.180528781333683,14024.314054199607,64.50967311541028,198.1118360557198,48.36557705136757,48.36557705136757
0.3,8.138886390502421,13976.234559512439,65.01000667111407,223.201187089375,50.03335557038025,50.03335557038025
0.31,11.332317678204266,14025.317343090419,65.51034022681787,223.65355131375247,51.70113408939292,51.70113408939292
0.32,9.001218711268542,14954.186070321683,66.01067378252168,187.09073586695905,53.3689126084056,53.3689126084056
0.33,9.453397736974956,13717.089310545702,66.51100733822548,203.13296891984092,55.03669112741828,55.03669112741828
0.34,8.040887185913261,15248.142517448385,67.01134089392929,201.14031297843326,56.70446964643095,56.70446964643095
0.35000000000000003,8.5511108333838,13536.855658473909,67.51167444963309,206.464627192592,58.37224816544363,58.37224816544363
0.36,10.23020721698002,13754.424512275655,68.0120080053369,206.30420376784366,60.0400266844563,60.0400266844563
0.37,7.919053488467728,13452.994240239053,68.5123415610407,200.9429491727074,61.70780520346898,61.70780520346898
0.38,7.18837955017411,13894.65197974508,69.0126751167445,225.8631303963246,63.37558372248165,63.37558372248165
0.39,6.485935711670274,13651.107528830215,69.51300867244831,199.12479464528965,65.04336224149432,65.04336224149432
0.4,8.508718854990859,13947.910268009708,70.0133422281521,211.0066200177563,66.711140760507,66.711140760507
0.41000000000000003,10.397191996527999,14214.066700820624,70.5136757838559,175.4428307857124,68.37891927951968,68.37891927951968
0.42,4.953053185705047,14088.410544049118,71.0140093395597,158.68426055688036,70.04669779853235,70.04669779853235
0.43,9.47426597721725,13853.35232436902,71.51434289526351,249.1700460040152,71.71447631754502,71.71447631754502
0.44,6.098481451772155,14128.337055997097,72.01467645096731,183.2988304680995,73.3822548365577,73.3822548365577
0.45,9.792784260038164,14345.53774015884,72.51501000667112,205.27434492245254,75.05003335557038,75.05003335557038
0.46,9.442923527113122,13706.283098552265,73.01534356237491,235.8557356630718,76.71781187458305,76.71781187458305
0.47000000000000003,8.789329025143987,14203.396332836242,73.51567711807871,171.20948304046988,78.38559039359572,78.38559039359572
0.48,7.28950631458492,14430.747623575071,74.01601067378252,180.04675041944776,80.0533689126084,80.0533689126084
0.49,8.182762236147543,14565.46206646786,74.51634422948632,212.86371289578906,81.72114743162108,81.72114743162108
0.5,11.598008085305779,14115.592916857642,75.01667778519013,231.81239165917077,83.38892595063375,83.38892595063375
0.51,9.312791976326752,13177.417097394431,75.51701134089393,193.46639768849937,85.05670446964643,85.05670446964643
0.52,10.400622827467586,14407.661691574463,76.01734489659773,220.91202102002353,86.7244829886591,86.7244829886591
0.53,8.907410742791194,14317.614252010135,76.51767845230154,191.4343730882817,88.39226150767178,88.39226150767178
0.54,7.9938053541951595,14635.43453190701,77.01801200800534,183.53779087174874,90.06004002668445,90.06004002668445
0.55,7.624334624091952,14084.848285145477,77.51834556370915,185.81340103383206,91.72781854569713,91.72781854569713
0.56,5.800659684378901,14230.859539362715,78.01867911941295,190.3873036382605,93.3955970647098,93.3955970647098
0.5700000000000001,6.384575176191817,14242.216366426108,78.51901267511674,220.82743677722098,95.06337558372248,95.06337558372248
0.58,7.555338723911146,13867.040929214118,79.01934623082055,183.95685840827372,96.73115410273515,96.73115410273515
0.59,7.848462181717882,13546.587246748608,79.51967978652435,197.26891879819158,98.39893262174783,98.39893262174783
0.6,8.189049520047309,13953.589441649732,80.02001334222815,217.50745841087664,100.0667111407605,100.0667111407605
0.61,7.656963553541502,14103.765251510411,80.52034689793196,227.93578990260437,101.73448965977317,101.73448965977317
0.62,8.855269755176856,14166.415269414232,81.02068045363576,197.55570675202372,103.40226817878585,103.40226817878585
0.63,9.69530657876022,14084.331985087263,81.52101400933955,193.43104959196052,105.07004669779853,105.07004669779853
0.64,7.2298727937845575,14404.226246730019,82.02134756504336,171.019764269974,106.7378252168112,106.7378252168112
0.65,9.427673034990237,13326.330054596647,82.52168112074716,177.8035515105615,108.40560373582387,108.40560373582387
0.66,7.0595294759156815,14814.057765405409,83.02201467645096,200.2574695003475,110.07338225483656,110.07338225483656
0.67,7.298926624200856,14337.249707165856,83.52234823215477,185.78198144615328,111.74116077384923,111.74116077384923
0.68,6.968247775820138,13720.910245629588,84.02268178785857,176.25395546700722,113.4089392928619,113.4089392928619
0.6900000000000001,6.648211375921216,13471.0120680632,84.52301534356238,209.14790166959074,115.07671781187457,115.07671781187457
0.7000000000000001,6.966791721634095,14481.294129540956,85.02334889926618,205.3834989900622,116.74449633088726,116.74449633088726
0.71,8.58513847842675,14660.993120274692,85.52368245496999,228.89932309410204,118.41227484989993,118.41227484989993
0.72,8.572369268438612,13629.746941812215,86.02401601067379,212.51919792727907,120.0800533689126,120.0800533689126
0.73,7.980414515472551,14349.232533723218,86.5243495663776,186.85764828441393,121.74783188792527,121.74783188792527
0.74,6.271233572887849,14840.804728876517,87.0246831220814,226.63843687182157,123.41561040693796,123.41561040693796
0.75,12.250169457019798,13745.727072942502,87.52501667778519,194.08640178660235,125.08338892595063,125.08338892595063
0.76,9.26976042756582,13990.970433326427,88.025350233489,201.0472988908929,126.7511674449633,126.7511674449633
0.77,6.181765358294507,13872.161556727002,88.5256837891928,202.85520273835232,128.41894596397597,128.41894596397597
0.78,10.028447052425278,13486.344154281764,89.0260173448966,200.51831147878374,130.08672448298864,130.08672448298864
0.79,6.334705958920194,15079.746690317203,89.52635090060039,228.3932467263438,131.75450300200131,131.75450300200131
0.8,10.253920983780795,13670.05880871547,90.0266844563042,208.53446864415702,133.422281521014,133.422281521014
0.81,10.757149442500271,13840.382461034787,90.527018012008,199.0895636260267,135.09006004002669,135.09006004002669
0.8200000000000001,8.526676332171824,12886.54764911976,91.0273515677118,179.37424710038826,136.75783855903936,136.75783855903936
0.8300000000000001,9.861234518564405,14760.931691796337,91.52768512341561,171.50505763526965,138.42561707805203,138.42561707805203
0.84,7.669657506402887,13585.243661938252,92.02801867911941,187.781490911261,140.0933955970647,140.0933955970647
0.85,7.9074330953140155,14039.363759583923,92.52835223482322,215.32778693598667,141.76117411607737,141.76117411607737
0.86,4.466251717333355,13806.139238412377,93.02868579052702,221.5602049906388,143.42895263509004,143.42895263509004
0.87,9.08372353502142,14868.939083484489,93.52901934623083,186.45161549598416,145.09673115410274,145.09673115410274
0.88,10.883889183030085,13692.863443270257,94.02935290193463,209.61863398935813,146.7645096731154,146.7645096731154
0.89,7.898115144656309,13316.73981878753,94.52968645763843,184.75883799961858,148.43228819212808,148.43228819212808
0.9,6.332897235673272,14809.009099548863,95.03002001334224,170.75166562920705,150.10006671114076,150.10006671114076
0.91,9.032016284344973,14439.770386483971,95.53035356904604,223.0420119077019,151.76784523015343,151.76784523015343
0.92,10.386601965531181,14551.012200914742,96.03068712474983,235.21826214707352,153.4356237491661,153.4356237491661
0.93,8.163398539049982,14244.929623224622,96.53102068045364,164.72450190453964,155.10340226817877,155.10340226817877
0.9400000000000001,8.150831888699791,13507.372017130843,97.03135423615744,237.29973981226476,156.77118078719144,156.77118078719144
0.9500000000000001,5.673993375469632,13062.523395105427,97.53168779186124,213.7394308884272,158.43895930620414,158.43895930620414
0.96,8.34915519229171,13551.765906454797,98.03202134756505,203.84872485076355,160.1067378252168,160.1067378252168
0.97,8.777551472242404,14601.150034115226,98.53235490326884,204.04713740031139,161.77451634422948,161.77451634422948
0.98,6.506527719494274,14322.946100118437,99.03268845897264,191.72355506093328,163.44229486324215,163.44229486324215
0.99,7.061628942487101,14643.871221966165,99.53302201467645,146.84983677564594,165.11007338225482,165.11007338225482
1.0,7.437574207553937,14012.530877314868,100.03335557038025,178.00556371000462,166.7778519012675,166.7778519012675
1.01,11.457804542458884,14210.374855278229,100.53368912608406,201.16280837728118,168.44563042028017,168.44563042028017
1.02,4.423035736782453,14006.464891803551,101.03402268178786,188.79730757120706,170.11340893929287,170.11340893929287
1.03,7.425195368125049,14472.005974586746,101.53435623749166,177.24167365225765,171.78118745830554,171.78118745830554
1.04,4.948299575031125,14751.115145873538,102.03468979319547,198.268234715889,173.4489659773182,173.4489659773182
1.05,11.26658637969677,13818.248535245491,102.53502334889927,180.81093685538687,175.11674449633088,175.11674449633088
1.06,10.279740885884866,14351.495959367201,103.03535690460308,193.72481715089037,176.78452301534355,176.78452301534355
1.07,9.963436121705492,14659.652277690315,103.53569046030688,158.6711848994943,178.45230153435622,178.45230153435622
1.08,8.154481981672058,13831.73751813958,104.03602401601069,233.6227105584233,180.1200800533689,180.1200800533689
1.09,9.212694241522529,13599.703263177535,104.53635757171448,189.34744082713433,181.78785857238157,181.78785857238157
1.1,6.543888785303036,13429.850087923507,105.03669112741828,210.4933458451642,183.45563709139427,183.45563709139427
1.11,3.971441605285966,14253.544241068428,105.53702468312208,223.33800480055848,185.12341561040694,185.12341561040694
1.12,7.89799140889433,13862.3745184835,106.03735823882589,167.3068530886913,186.7911941294196,186.7911941294196
1.1300000000000001,9.846579777897347,13487.312060750663,106.53769179452969,205.2629570137749,188.45897264843228,188.45897264843228
1.1400000000000001,10.496277858514475,14073.764705212085,107.03802535023348,196.90195036082932,190.12675116744495,190.12675116744495
1.1500000000000001,6.600627236352319,13079.267281891094,107.53835890593729,187.80727320352415,191.79452968645762,191.79452968645762
1.16,8.38559694129559,13948.62152750891,108.03869246164109,207.46712529343014,193.4623082054703,193.4623082054703
1.17,11.37846178649669,14335.531078495238,108.5390260173449,217.49095181239028,195.130086724483,195.130086724483
1.18,6.844343398944271,14907.151912959362,109.0393595730487,169.8603782860071,196.79786524349566,196.79786524349566
1.19,6.530586851515961,13549.8438753473,109.5396931287525,199.81718637281202,198.46564376250834,198.46564376250834
1.2,7.167755535657309,13618.609505558108,110.04002668445631,194.15507223074388,200.133422281521,200.133422281521
1.21,6.51071803633029,14591.115952435583,110.54036024016011,216.50903268315133,201.80120080053368,201.80120080053368
1.22,12.71111263513203,14725.985926237534,111.04069379586392,169.3587688219168,203.46897931954635,203.46897931954635
1.23,7.979316798791143,14139.528445719103,111.54102735156772,209.54475097141227,205.13675783855902,205.13675783855902
1.24,6.150416153970143,13722.002299391725,112.04136090727152,222.27755098563415,206.8045363575717,206.8045363575717
1.25,6.040326853745557,13124.917120487815,112.54169446297533,214.543401011012,208.4723148765844,208.4723148765844
1.26,6.804446693422777,14473.368042537973,113.04202801867912,204.28212292865504,210.14009339559706,210.14009339559706
1.27,6.97971606696184,15531.136579900964,113.54236157438292,180.92884104727972,211.80787191460973,211.80787191460973
1.28,6.623132472413197,14405.131763340032,114.04269513008673,194.63999643347256,213.4756504336224,213.4756504336224
1.29,6.491154315079656,14647.667025719227,114.54302868579053,193.93701732765595,215.14342895263508,215.14342895263508
1.3,6.9057406849120895,14099.32470832474,115.04336224149434,235.668284972617,216.81120747164775,216.81120747164775
1.31,8.947191668762319,14766.561510592948,115.54369579719814,173.99332735417903,218.47898599066042,218.47898599066042
1.32,11.602890162479468,14377.853571374537,116.04402935290194,219.44052226259575,220.14676450967312,220.14676450967312
1.33,6.852650576431047,14149.34042128038,116.54436290860573,209.0420866264136,221.8145430286858,221.8145430286858
1.34,7.443637094410356,14571.584161850982,117.04469646430954,202.8464913751648,223.48232154769846,223.48232154769846
1.35,8.831395311538909,13628.900940335188,117.54503002001334,187.20323392743882,225.15010006671113,225.15010006671113
1.36,10.48714836134016,14508.728757204692,118.04536357571715,216.2912667952788,226.8178785857238,226.8178785857238
1.37,6.538069338559087,12704.8770667678,118.54569713142095,203.4036330097067,228.48565710473648,228.48565710473648
1.3800000000000001,8.09067124601595,13642.641880825084,119.04603068712476,198.29926856280866,230.15343562374915,230.15343562374915
1.3900000000000001,8.347420343915088,13769.563707272635,119.54636424282856,222.52517857331895,231.82121414276182,231.82121414276182
1.4000000000000001,8.167733558563805,14610.573043421966,120.04669779853236,203.35771348856733,233.48899266177452,233.48899266177452
1.41,6.272344248121444,13465.172829065054,120.54703135423615,178.51065123580804,235.1567711807872,235.1567711807872
1.42,5.376371229655112,13276.869278950058,121.04736490993996,173.51677834367428,236.82454969979986,236.82454969979986
1.43,4.521673947487011,14115.610723977054,121.54769846564376,252.24905962996746,238.49232821881253,238.49232821881253
1.44,11.000873907793167,14068.378106523483,122.04803202134757,201.8302076256596,240.1601067378252,240.1601067378252
1.45,9.208523147194533,14284.03109908755,122.54836557705137,237.3181310911805,241.82788525683787,241.82788525683787
1.46,8.349322003579408,13566.23479687588,123.04869913275517,202.15935881603463,243.49566377585055,243.49566377585055
1.47,5.341902967795002,13209.392541637639,123.54903268845898,209.7794932953205,245.16344229486324,245.16344229486324
1.48,9.952801853022756,13904.900551809948,124.04936624416278,182.74728372211672,246.83122081387592,246.83122081387592
1.49,6.300958465058891,13662.377525398237,124.54969979986659,176.8266471721874,248.4989993328886,248.4989993328886
1.5,6.017804493829785,14969.294342263864,125.05003335557038,225.76151594458076,250.16677785190126,250.16677785190126
1.51,8.401441035949512,13309.33672210929,125.55036691127418,198.54705656654446,251.83455637091393,251.83455637091393
1.52,7.742110080722975,13652.084490812638,126.05070046697799,185.9392506007055,253.5023348899266,253.5023348899266
1.53,8.270825300932598,14646.826982730217,126.55103402268179,205.37415627947883,255.17011340893927,255.17011340893927
1.54,9.783848784252934,13453.13876820834,127.0513675783856,166.2929991896899,256.83789192795194,256.83789192795194
1.55,7.055497197655177,13799.073362285542,127.5517011340894,225.0043745628666,258.50567044696464,258.50567044696464
1.56,8.226833565100964,14508.139131418362,128.0520346897932,202.07992015252603,260.1734489659773,260.1734489659773
1.57,7.285264066896927,13808.77967768283,128.552368245497,179.30200863963466,261.84122748499,261.84122748499
1.58,11.464895817103743,13728.167543852207,129.05270180120078,223.2147900571428,263.50900600400263,263.50900600400263
1.59,6.0006846936799505,13772.587031056277,129.55303535690462,213.0994831631908,265.17678452301533,265.17678452301533
1.6,11.284962236416714,14331.949005363902,130.0533689126084,177.54660615690568,266.844563042028,266.844563042028
1.61,8.011109050406413,14247.629448504762,130.55370246831222,212.62788997648565,268.51234156104067,268.51234156104067
1.62,7.317668163419722,14786.78580275998,131.054036024016,182.02107331728672,270.18012008005337,270.18012008005337
1.6300000000000001,7.79901563544413,14194.752402101261,131.55436957971983,206.6099484082505,271.847898599066,271.847898599066
1.6400000000000001,5.323088852342298,14026.691942444586,132.0547031354236,213.75779364882902,273.5156771180787,273.5156771180787
1.6500000000000001,9.010551575022765,13262.640743070939,132.55503669112744,212.1509576726305,275.18345563709136,275.18345563709136
1.6600000000000001,7.251226527798467,13588.174629223626,133.05537024683122,177.2533210273256,276.85123415610406,276.85123415610406
1.67,7.000345103814199,14620.942076864398,133.55570380253502,144.19317414348706,278.51901267511676,278.51901267511676
1.68,8.613107299065542,13900.873052420937,134.05603735823883,188.93420122107403,280.1867911941294,280.1867911941294
1.69,8.202284240225561,13779.707222125493,134.55637091394263,171.1870266538617,281.8545697131421,281.8545697131421
1.7,5.252617863325427,13241.172785032615,135.05670446964643,209.5541735652936,283.52234823215474,283.52234823215474
1.71,9.161638761464314,14933.467625952544,135.55703802535024,175.64042296770418,285.19012675116744,285.19012675116744
1.72,7.360582875321821,13435.059283103912,136.05737158105404,183.90624401618015,286.8579052701801,286.8579052701801
1.73,8.332882721246541,13899.998008489303,136.55770513675785,170.98550319674666,288.5256837891928,288.5256837891928
1.74,10.435216858218725,13669.032730725561,137.05803869246165,192.49574200554792,290.1934623082055,290.1934623082055
1.75,7.4665621319768,13621.396107418857,137.55837224816543,196.2606843838257,291.8612408272181,291.8612408272181
1.76,9.855774458594617,15264.623538463908,138.05870580386926,233.71562997162448,293.5290193462308,293.5290193462308
1.77,10.696854856130606,14143.163924615668,138.55903935957303,209.26693028120678,295.19679786524347,295.19679786524347
1.78,5.7186351226888235,13762.433073914772,139.05937291527687,180.24063584684131,296.86457638425617,296.86457638425617
1.79,6.844952786433977,14102.136437640622,139.55970647098064,189.02908978565574,298.5323549032688,298.5323549032688
1.8,9.643077940680456,14333.499074864036,140.06004002668448,215.07183758060492,300.2001334222815,300.2001334222815
1.81,11.634739717348225,14866.956144466205,140.56037358238825,222.67655593726323,301.8679119412942,301.8679119412942
1.82,8.35716170148417,13279.01848891942,141.06070713809208,178.8945986491027,303.53569046030685,303.53569046030685
1.83,8.123841377392937,14169.105731621714,141.56104069379586,197.47842681708008,305.20346897931955,305.20346897931955
1.84,6.518129228667952,13817.683907640028,142.06137424949966,233.4095924748427,306.8712474983322,306.8712474983322
1.85,4.91023802883454,14088.726833352383,142.56170780520347,180.75281443675982,308.5390260173449,308.5390260173449
1.86,9.652722879386847,14442.66357662652,143.06204136090727,196.153451510247,310.20680453635754,310.20680453635754
1.87,8.100498837143512,14993.998894576065,143.56237491661108,202.59519664885252,311.87458305537024,311.87458305537024
1.8800000000000001,7.392782438877821,14410.239184734182,144.06270847231488,212.95353903646952,313.5423615743829,313.5423615743829
1.8900000000000001,7.828739629332416,13582.849356945371,144.56304202801869,200.94668834352063,315.2101400933956,315.2101400933956
1.9000000000000001,5.597737219235157,14191.42089848507,145.0633755837225,210.96728558898832,316.8779186124083,316.8779186124083
1.9100000000000001,6.773216278252318,13456.56092206734,145.5637091394263,174.00823254154727,318.5456971314209,318.5456971314209
1.92,7.4912746647932815,14215.557897544828,146.0640426951301,158.8544260967552,320.2134756504336,320.2134756504336
1.93,8.127142555601035,14380.481034045602,146.5643762508339,156.93062550600408,321.88125416944627,321.88125416944627
1.94,8.824669009414153,12663.242457277205,147.06470980653768,212.4370845320197,323.54903268845896,323.54903268845896
1.95,10.464339995698351,13978.34473864079,147.5650433622415,179.6098758507254,325.2168112074716,325.2168112074716
1.96,8.817697478595095,13621.271123678433,148.0653769179453,182.1946489765398,326.8845897264843,326.8845897264843
1.97,9.742401106156105,13250.588581969463,148.56571047364912,197.26943103077946,328.552368245497,328.552368245497
1.98,8.23240250612531,14302.812149979569,149.0660440293529,194.52577609574172,330.22014676450965,330.22014676450965
1.99,8.671856939987407,14413.946160674068,149.56637758505673,193.75371801608907,331.88792528352235,331.88792528352235
2.0,9.381877774466753,14085.558132249285,150.0667111407605,181.6934365532582,333.555703802535,333.555703802535
2.0100000000000002,10.543851770465809,14000.707108904877,150.5670446964643,183.67056093974574,335.2234823215477,335.2234823215477
2.02,6.686034790858117,14015.136185999152,151.0673782521681,205.30211257116255,336.89126084056034,336.89126084056034
2.0300000000000002,8.838515475431908,13710.494794750837,151.56771180787192,171.4368973470168,338.55903935957303,338.55903935957303
2.04,7.9258758249076955,13462.175096566796,152.06804536357572,212.87388860161448,340.22681787858573,340.22681787858573
2.05,6.589687429624824,13715.97258103215,152.56837891927952,219.2909882340642,341.8945963975984,341.8945963975984
2.06,5.049674165310031,14448.050120713671,153.06871247498333,179.76254691963607,343.5623749166111,343.5623749166111
2.07,6.458102667330479,14137.845560169817,153.56904603068713,184.50961562154228,345.2301534356237,345.2301534356237
2.08,5.329779555500052,14165.765163588954,154.06937958639094,187.62244102953352,346.8979319546364,346.8979319546364
2.09,8.45116081179056,14237.680274550527,154.56971314209474,179.64164801176184,348.56571047364906,348.56571047364906
2.1,11.190162017289083,13982.435397503172,155.07004669779855,198.1191774215983,350.23348899266176,350.23348899266176
2.11,9.144582552777061,13618.737930435393,155.57038025350232,198.3581180507163,351.90126751167446,351.90126751167446
2.12,9.572348416026923,13801.722198777712,156.07071380920615,237.85721821993613,353.5690460306871,353.5690460306871
2.13,7.584642558087429,13635.06520189672,156.57104736490993,184.81072339005559,355.2368245496998,355.2368245496998
2.14,6.725746381304547,14733.456301837274,157.07138092061376,227.41262075783436,356.90460306871245,356.90460306871245
2.15,8.549509361030951,14194.145864266382,157.57171447631754,198.46961067532192,358.57238158772515,358.57238158772515
2.16,8.731678674908084,13295.373343983205,158.07204803202137,218.3380137021485,360.2401601067378,360.2401601067378
2.17,9.20401472331,13200.85388478846,158.57238158772515,177.66586551061164,361.9079386257505,361.9079386257505
2.18,6.123802363063833,12869.157817716183,159.07271514342895,212.5830426135316,363.57571714476313,363.57571714476313
2.19,7.869682135442975,13346.483453303123,159.57304869913276,197.13038200810425,365.24349566377583,365.24349566377583
2.2,6.737362392173119,13299.511934031647,160.07338225483656,220.04303304721168,366.91127418278853,366.91127418278853
2.21,8.53232248643155,13223.54868501634,160.57371581054036,212.51670087125268,368.5790527018012,368.5790527018012
2.22,9.116817069461886,14868.89639213875,161.07404936624417,212.64830752930067,370.2468312208139,370.2468312208139
2.23,5.3784772176421605,13343.27623151166,161.57438292194797,179.54078458837776,371.9146097398265,371.9146097398265
2.24,8.399194747778214,13076.337508421177,162.07471647765178,227.09167649233092,373.5823882588392,373.5823882588392
2.25,10.070877004596142,12945.10563657374,162.57505003335558,210.8371727190989,375.25016677785186,375.25016677785186
2.2600000000000002,3.5203061670434765,14331.23404748547,163.07538358905938,210.3168979275991,376.91794529686456,376.91794529686456
2.27,4.2338962663130895,14536.967781286552,163.5757171447632,181.93075281537932,378.58572381587726,378.58572381587726
2.2800000000000002,2.701559519831381,13870.677719378955,164.07605070046696,201.8718058210947,380.2535023348899,380.2535023348899
2.29,5.058965678523579,14288.356646398564,164.5763842561708,211.08578694851573,381.9212808539026,381.9212808539026
2.3000000000000003,4.494210107811005,12820.234669696405,165.07671781187457,204.3456893511539,383.58905937291524,383.58905937291524
2.31,7.44279343635126,13421.14854121887,165.5770513675784,221.93644481051902,385.25683789192794,385.25683789192794
2.32,9.347291793290127,13130.055929169925,166.07738492328218,193.45437588056802,386.9246164109406,386.9246164109406
2.33,7.15519960237852,13817.682485036077,166.57771847898601,209.10008471628353,388.5923949299533,388.5923949299533
2.34,7.663449644839729,14617.956689006993,167.0780520346898,216.99077636975665,390.260173448966,390.260173448966
2.35,6.643760489135326,14479.580161553664,167.5783855903936,199.19821858121864,391.92795196797863,391.92795196797863
2.36,6.939273831972633,13862.05423424124,168.0787191460974,184.5980303070362,393.59573048699133,393.59573048699133
2.37,8.494528323441301,13343.489846567238,168.5790527018012,185.99931284005226,395.26350900600397,395.26350900600397
2.38,5.413494186373443,14328.614367524084,169.079386257505,183.33380916829785,396.93128752501667,396.93128752501667
2.39,8.073931952713693,14011.754587520783,169.5797198132088,173.5170958659238,398.5990660440293,398.5990660440293
2.4,3.36630026208923,14120.09360135327,170.08005336891262,189.4498029319843,400.266844563042,400.266844563042
2.41,4.987160625445577,15010.15960509225,170.58038692461642,187.12994420098926,401.9346230820547,401.9346230820547
2.42,3.1803142486732376,13156.848530618314,171.08072048032022,163.05564285476714,403.60240160106736,403.60240160106736
2.43,8.746542936975144,14063.560592629487,171.58105403602403,199.63210869914764,405.27018012008006,405.27018012008006
2.44,3.5528782537894976,13524.404917852491,172.08138759172783,219.21213165028595,406.9379586390927,406.9379586390927
2.45,9.022711200144728,14380.349740385578,172.5817211474316,200.4605361094354,408.6057371581054,408.6057371581054
2.46,6.032710128813709,13805.212723865076,173.08205470313544,184.7244148889692,410.27351567711804,410.27351567711804
2.47,6.441142596802672,14565.755761197037,173.58238825883922,166.7089548555438,411.94129419613074,411.94129419613074
2.48,9.730074510711864,13010.811727915077,174.08272181454305,205.05146683004943,413.6090727151434,413.6090727151434
2.49,9.30976263870119,14530.695613419812,174.58305537024683,205.97253965942903,415.2768512341561,415.2768512341561
2.5,7.128920571385964,13537.913142565016,175.08338892595066,224.78079017573538,416.9446297531688,416.9446297531688
2.5100000000000002,6.103652831267612,14115.139303855054,175.58372248165443,165.34891319051775,418.6124082721814,418.6124082721814
2.52,5.636409273678543,13563.581279974102,176.08405603735824,236.30928602186725,420.2801867911941,420.2801867911941
2.5300000000000002,8.484038488321623,13782.887270515559,176.58438959306204,177.7582417465802,421.94796531020677,421.94796531020677
2.54,6.540985204783137,15099.162492324715,177.08472314876585,193.55479443021125,423.61574382921947,423.61574382921947
2.5500000000000003,7.603274282087594,14127.768113352207,177.58505670446965,221.07535545164814,425.2835223482321,425.2835223482321
2.56,9.454859454695146,14192.349502404593,178.08539026017345,193.69770975305397,426.9513008672448,426.9513008672448
2.57,6.002622893695581,13929.87644011182,178.58572381587726,185.83640016749663,428.6190793862575,428.6190793862575
2.58,5.8363247060572965,14641.53646393456,179.08605737158106,197.7567448758442,430.28685790527015,430.28685790527015
2.59,11.76201153095239,13787.297239331905,179.58639092728487,210.1814063334635,431.95463642428285,431.95463642428285
2.6,6.586760962681412,14286.869414960605,180.08672448298867,205.80560994966285,433.6224149432955,433.6224149432955
2.61,8.457880012473673,12986.256363328139,180.58705803869248,241.47424505215756,435.2901934623082,435.2901934623082
2.62,7.34080218897863,14060.276970676612,181.08739159439628,193.9201886571437,436.95797198132084,436.95797198132084
2.63,6.240123567187802,14189.142149706973,181.58772515010008,170.02349210534894,438.62575050033354,438.62575050033354
2.64,7.879657201748934,14122.510079514877,182.0880587058039,195.79842042434805,440.29352901934624,440.29352901934624
